"","REGION","DEPTH_BIN","OBS_YEAR","TOT_AREA_HA","tot.N","Response","Fish.grp","TAXONNAME","Size.bin","Size","Fxn.grp","pool.mean","pool.var","pool.se"
"23","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Acanthurus lineatus","5 cmTL","[0,5]",NA,0,0,0
"24","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Acanthurus nigricans","10 cmTL","(10,20]",NA,0,0,0
"25","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Acanthurus nigricans","10 cmTL","(20,30]",NA,0,0,0
"26","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Acanthurus nigricans","10 cmTL","[0,10]",NA,0,0,0
"27","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Acanthurus nigricans","5 cmTL","(10,15]",NA,0,0,0
"28","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Acanthurus nigricans","5 cmTL","(15,20]",NA,0,0,0
"29","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Acanthurus nigricans","5 cmTL","(20,25]",NA,0,0,0
"30","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Acanthurus nigricans","5 cmTL","(5,10]",NA,0,0,0
"31","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Acanthurus nigricans","5 cmTL","[0,5]",NA,0,0,0
"32","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Acanthurus triostegus","10 cmTL","(10,20]",NA,0,0,0
"33","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Acanthurus triostegus","10 cmTL","(20,30]",NA,0,0,0
"34","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Acanthurus triostegus","10 cmTL","[0,10]",NA,0,0,0
"35","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Acanthurus triostegus","5 cmTL","(10,15]",NA,0,0,0
"36","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Acanthurus triostegus","5 cmTL","(15,20]",NA,0,0,0
"37","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Acanthurus triostegus","5 cmTL","(20,25]",NA,0,0,0
"38","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Acanthurus triostegus","5 cmTL","(5,10]",NA,0,0,0
"39","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Acanthurus triostegus","5 cmTL","[0,5]",NA,0,0,0
"40","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Acanthurus xanthopterus","10 cmTL","(10,20]",NA,0,0,0
"41","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Acanthurus xanthopterus","10 cmTL","(20,30]",NA,0,0,0
"42","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Acanthurus xanthopterus","10 cmTL","(30,40]",NA,0,0,0
"43","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Acanthurus xanthopterus","10 cmTL","(40,50]",NA,0,0,0
"44","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Acanthurus xanthopterus","5 cmTL","(15,20]",NA,0,0,0
"45","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Acanthurus xanthopterus","5 cmTL","(20,25]",NA,0,0,0
"46","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Acanthurus xanthopterus","5 cmTL","(25,30]",NA,0,0,0
"47","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Acanthurus xanthopterus","5 cmTL","(30,35]",NA,0,0,0
"48","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Acanthurus xanthopterus","5 cmTL","(35,40]",NA,0,0,0
"49","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Acanthurus xanthopterus","5 cmTL","(40,45]",NA,0,0,0
"50","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Acanthurus xanthopterus","5 cmTL","(45,50]",NA,0,0,0
"51","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx ignobilis","10 cmTL","(100,110]",NA,0,0,0
"52","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx ignobilis","10 cmTL","(110,120]",NA,0,0,0
"53","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx ignobilis","10 cmTL","(40,50]",NA,0,0,0
"54","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx ignobilis","10 cmTL","(60,70]",NA,0,0,0
"55","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx ignobilis","10 cmTL","(70,80]",NA,0,0,0
"56","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx ignobilis","10 cmTL","(80,90]",NA,0,0,0
"57","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx ignobilis","10 cmTL","(90,100]",NA,0,0,0
"58","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx ignobilis","5 cmTL","(105,110]",NA,0,0,0
"59","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx ignobilis","5 cmTL","(110,115]",NA,0,0,0
"60","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx ignobilis","5 cmTL","(45,50]",NA,0,0,0
"61","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx ignobilis","5 cmTL","(65,70]",NA,0,0,0
"62","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx ignobilis","5 cmTL","(70,75]",NA,0,0,0
"63","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx ignobilis","5 cmTL","(75,80]",NA,0,0,0
"64","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx ignobilis","5 cmTL","(85,90]",NA,0,0,0
"65","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx ignobilis","5 cmTL","(95,100]",NA,0,0,0
"66","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx melampygus","10 cmTL","(10,20]",NA,0,0,0
"67","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx melampygus","10 cmTL","(20,30]",NA,7.5256869414433e-05,1.53659838139464e-09,3.91994691468474e-05
"68","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx melampygus","10 cmTL","(30,40]",NA,0.000188118095955181,6.00068212491866e-09,7.74640698964279e-05
"69","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx melampygus","10 cmTL","(40,50]",NA,9.76431657168332e-05,3.5193683301515e-09,5.93242642613586e-05
"70","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx melampygus","10 cmTL","(50,60]",NA,0,0,0
"71","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx melampygus","10 cmTL","(60,70]",NA,2.85690091134069e-05,8.12605646268025e-10,2.85062387253742e-05
"72","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx melampygus","10 cmTL","(70,80]",NA,0,0,0
"73","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx melampygus","10 cmTL","[0,10]",NA,0,0,0
"74","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx melampygus","5 cmTL","(10,15]",NA,0,0,0
"75","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx melampygus","5 cmTL","(15,20]",NA,0,0,0
"76","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx melampygus","5 cmTL","(20,25]",NA,4.58876513823959e-06,2.04813212211225e-11,4.52562937292953e-06
"77","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx melampygus","5 cmTL","(25,30]",NA,7.06681042761935e-05,1.51953061371037e-09,3.898115716228e-05
"78","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx melampygus","5 cmTL","(30,35]",NA,9.45310333764465e-05,2.66501519656913e-09,5.16237851825022e-05
"79","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx melampygus","5 cmTL","(35,40]",NA,9.35870625787347e-05,1.88176712300084e-09,4.3379339817485e-05
"80","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx melampygus","5 cmTL","(40,45]",NA,8.46971645681098e-05,3.35339284998005e-09,5.79084868562463e-05
"81","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx melampygus","5 cmTL","(45,50]",NA,1.29460011487235e-05,1.65975480171452e-10,1.28831471376932e-05
"82","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx melampygus","5 cmTL","(50,55]",NA,0,0,0
"83","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx melampygus","5 cmTL","(55,60]",NA,0,0,0
"84","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx melampygus","5 cmTL","(60,65]",NA,2.85690091134069e-05,8.12605646268025e-10,2.85062387253742e-05
"85","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx melampygus","5 cmTL","(65,70]",NA,0,0,0
"86","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx melampygus","5 cmTL","(70,75]",NA,0,0,0
"87","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx melampygus","5 cmTL","(75,80]",NA,0,0,0
"88","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx melampygus","5 cmTL","[0,5]",NA,0,0,0
"89","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx sexfasciatus","10 cmTL","(20,30]",NA,0,0,0
"90","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx sexfasciatus","10 cmTL","(30,40]",NA,0,0,0
"91","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx sexfasciatus","10 cmTL","(40,50]",NA,0,0,0
"92","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx sexfasciatus","10 cmTL","(50,60]",NA,0,0,0
"93","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx sexfasciatus","10 cmTL","(60,70]",NA,0,0,0
"94","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx sexfasciatus","5 cmTL","(25,30]",NA,0,0,0
"95","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx sexfasciatus","5 cmTL","(30,35]",NA,0,0,0
"96","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx sexfasciatus","5 cmTL","(35,40]",NA,0,0,0
"97","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx sexfasciatus","5 cmTL","(40,45]",NA,0,0,0
"98","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx sexfasciatus","5 cmTL","(45,50]",NA,0,0,0
"99","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx sexfasciatus","5 cmTL","(50,55]",NA,0,0,0
"100","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx sexfasciatus","5 cmTL","(55,60]",NA,0,0,0
"101","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Caranx sexfasciatus","5 cmTL","(60,65]",NA,0,0,0
"102","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cephalopholis argus","10 cmTL","(10,20]",NA,0,0,0
"103","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cephalopholis argus","10 cmTL","(20,30]",NA,0,0,0
"104","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cephalopholis argus","10 cmTL","(30,40]",NA,0,0,0
"105","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cephalopholis argus","10 cmTL","(40,50]",NA,0,0,0
"106","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cephalopholis argus","10 cmTL","[0,10]",NA,0,0,0
"107","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cephalopholis argus","5 cmTL","(10,15]",NA,0,0,0
"108","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cephalopholis argus","5 cmTL","(15,20]",NA,0,0,0
"109","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cephalopholis argus","5 cmTL","(20,25]",NA,0,0,0
"110","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cephalopholis argus","5 cmTL","(25,30]",NA,0,0,0
"111","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cephalopholis argus","5 cmTL","(30,35]",NA,0,0,0
"112","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cephalopholis argus","5 cmTL","(35,40]",NA,0,0,0
"113","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cephalopholis argus","5 cmTL","(40,45]",NA,0,0,0
"114","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cephalopholis argus","5 cmTL","(5,10]",NA,0,0,0
"115","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus fasciatus","10 cmTL","(10,20]",NA,4.16219469410583e-05,7.95784757720428e-10,2.82096571712672e-05
"116","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus fasciatus","10 cmTL","(20,30]",NA,7.03410460705556e-05,2.0493609106792e-09,4.52698675796517e-05
"117","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus fasciatus","10 cmTL","(30,40]",NA,0,0,0
"118","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus fasciatus","10 cmTL","[0,10]",NA,0,0,0
"119","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus fasciatus","5 cmTL","(10,15]",NA,2.5892002297447e-05,3.11204025321473e-10,1.76409757474317e-05
"120","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus fasciatus","5 cmTL","(15,20]",NA,1.57299446436114e-05,1.73376707077481e-10,1.31672589052347e-05
"121","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus fasciatus","5 cmTL","(20,25]",NA,5.73950449218321e-05,1.90413236552918e-09,4.36363651732036e-05
"122","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus fasciatus","5 cmTL","(25,30]",NA,1.29460011487235e-05,1.65975480171452e-10,1.28831471376932e-05
"123","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus fasciatus","5 cmTL","(30,35]",NA,0,0,0
"124","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus fasciatus","5 cmTL","(35,40]",NA,0,0,0
"125","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus fasciatus","5 cmTL","(5,10]",NA,0,0,0
"126","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus fasciatus","5 cmTL","[0,5]",NA,0,0,0
"127","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","10 cmTL","(10,20]",NA,0,0,0
"128","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","10 cmTL","(100,110]",NA,0,0,0
"129","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","10 cmTL","(110,120]",NA,0,0,0
"130","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","10 cmTL","(120,130]",NA,0,0,0
"131","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","10 cmTL","(130,140]",NA,0,0,0
"132","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","10 cmTL","(140,150]",NA,0,0,0
"133","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","10 cmTL","(160,170]",NA,0,0,0
"134","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","10 cmTL","(20,30]",NA,1.1125025162969e-05,1.22371074902237e-10,1.10621460351162e-05
"135","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","10 cmTL","(30,40]",NA,1.29460011487235e-05,1.65975480171452e-10,1.28831471376932e-05
"136","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","10 cmTL","(40,50]",NA,0,0,0
"137","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","10 cmTL","(50,60]",NA,1.1125025162969e-05,1.22371074902237e-10,1.10621460351162e-05
"138","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","10 cmTL","(60,70]",NA,0,0,0
"139","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","10 cmTL","(70,80]",NA,0,0,0
"140","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","10 cmTL","(80,90]",NA,0,0,0
"141","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","10 cmTL","(90,100]",NA,0,0,0
"142","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","5 cmTL","(100,105]",NA,0,0,0
"143","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","5 cmTL","(105,110]",NA,0,0,0
"144","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","5 cmTL","(110,115]",NA,0,0,0
"145","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","5 cmTL","(115,120]",NA,0,0,0
"146","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","5 cmTL","(120,125]",NA,0,0,0
"147","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","5 cmTL","(125,130]",NA,0,0,0
"148","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","5 cmTL","(135,140]",NA,0,0,0
"149","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","5 cmTL","(145,150]",NA,0,0,0
"150","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","5 cmTL","(15,20]",NA,0,0,0
"151","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","5 cmTL","(165,170]",NA,0,0,0
"152","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","5 cmTL","(25,30]",NA,1.1125025162969e-05,1.22371074902237e-10,1.10621460351162e-05
"153","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","5 cmTL","(30,35]",NA,1.29460011487235e-05,1.65975480171452e-10,1.28831471376932e-05
"154","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","5 cmTL","(35,40]",NA,0,0,0
"155","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","5 cmTL","(40,45]",NA,0,0,0
"156","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","5 cmTL","(45,50]",NA,0,0,0
"157","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","5 cmTL","(50,55]",NA,0,0,0
"158","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","5 cmTL","(55,60]",NA,1.1125025162969e-05,1.22371074902237e-10,1.10621460351162e-05
"159","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","5 cmTL","(60,65]",NA,0,0,0
"160","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","5 cmTL","(65,70]",NA,0,0,0
"161","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","5 cmTL","(70,75]",NA,0,0,0
"162","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","5 cmTL","(75,80]",NA,0,0,0
"163","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","5 cmTL","(80,85]",NA,0,0,0
"164","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","5 cmTL","(85,90]",NA,0,0,0
"165","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","5 cmTL","(90,95]",NA,0,0,0
"166","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Cheilinus undulatus","5 cmTL","(95,100]",NA,0,0,0
"167","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Chlorurus frontalis","10 cmTL","(10,20]",NA,1.1125025162969e-05,1.22371074902237e-10,1.10621460351162e-05
"168","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Chlorurus frontalis","10 cmTL","(20,30]",NA,3.33750754889069e-05,1.10133967412013e-09,3.31864381053486e-05
"169","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Chlorurus frontalis","10 cmTL","(30,40]",NA,6.67501509778138e-05,4.40535869648054e-09,6.63728762106972e-05
"170","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Chlorurus frontalis","10 cmTL","(40,50]",NA,6.39151506041587e-05,2.22023995806064e-09,4.7119422301856e-05
"171","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Chlorurus frontalis","10 cmTL","(60,70]",NA,0,0,0
"172","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Chlorurus frontalis","10 cmTL","[0,10]",NA,0,0,0
"173","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Chlorurus frontalis","5 cmTL","(10,15]",NA,0,0,0
"174","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Chlorurus frontalis","5 cmTL","(15,20]",NA,1.1125025162969e-05,1.22371074902237e-10,1.10621460351162e-05
"175","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Chlorurus frontalis","5 cmTL","(20,25]",NA,1.1125025162969e-05,1.22371074902237e-10,1.10621460351162e-05
"176","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Chlorurus frontalis","5 cmTL","(25,30]",NA,2.22500503259379e-05,4.89484299608949e-10,2.21242920702324e-05
"177","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Chlorurus frontalis","5 cmTL","(30,35]",NA,3.33750754889069e-05,1.10133967412013e-09,3.31864381053486e-05
"178","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Chlorurus frontalis","5 cmTL","(35,40]",NA,3.33750754889069e-05,1.10133967412013e-09,3.31864381053486e-05
"179","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Chlorurus frontalis","5 cmTL","(40,45]",NA,2.22500503259379e-05,4.89484299608949e-10,2.21242920702324e-05
"180","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Chlorurus frontalis","5 cmTL","(45,50]",NA,4.16651002782207e-05,1.73075565845169e-09,4.16023515976164e-05
"181","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Chlorurus frontalis","5 cmTL","(65,70]",NA,0,0,0
"182","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Chlorurus frontalis","5 cmTL","[0,5]",NA,0,0,0
"183","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Chlorurus japanensis","10 cmTL","(10,20]",NA,0,0,0
"184","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Chlorurus japanensis","10 cmTL","(20,30]",NA,0,0,0
"185","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Chlorurus japanensis","10 cmTL","(30,40]",NA,0,0,0
"186","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Chlorurus japanensis","10 cmTL","[0,10]",NA,0,0,0
"187","MARIAN","Deep",2011,5640.66323445,119,"abund_m2","priority","Chlorurus japanensis","5 cmTL","(10,15]",NA,0,0,0
